,year,fuel_type,CO2
45740,2017,Coal,
45741,2018,Coal,
45742,2019,Coal,
45743,2020,Coal,
45744,1968,Coal,
45745,1969,Coal,
45746,1970,Coal,
45747,1971,Coal,
45748,1972,Coal,
45749,1973,Coal,
45750,1974,Coal,
45751,1975,Coal,
45752,1976,Coal,
45753,1977,Coal,
45754,1978,Coal,
45755,1979,Coal,
45756,1980,Coal,
45757,1981,Coal,
45758,1982,Coal,
45759,1983,Coal,
45760,1984,Coal,
45761,1985,Coal,
45762,1986,Coal,
45763,1987,Coal,
45764,1988,Coal,
45765,1989,Coal,
45766,1990,Coal,
45767,1991,Coal,
45768,1992,Coal,
45769,1993,Coal,
45770,1994,Coal,
45771,1995,Coal,
45772,1996,Coal,
45773,1997,Coal,
45774,1998,Coal,
45775,1999,Coal,
45776,2000,Coal,
45777,2001,Coal,
45778,2002,Coal,
45779,2003,Coal,
45780,2004,Coal,
45781,2005,Coal,
45782,2006,Coal,
45783,2007,Coal,
45784,2008,Coal,
45785,2009,Coal,
45786,2010,Coal,
45787,2011,Coal,
45788,2012,Coal,
45789,2013,Coal,
45790,2014,Coal,
45791,2015,Coal,
45792,2016,Coal,
45793,2017,Coal,
45794,2018,Coal,
45795,2019,Coal,
45796,2020,Coal,
45797,1980,Coal,
45798,1981,Coal,
45799,1982,Coal,
45800,1983,Coal,
45801,1984,Coal,
45802,1985,Coal,
45803,1986,Coal,
45804,1987,Coal,
45805,1988,Coal,
45806,1989,Coal,
45807,1990,Coal,
45808,1991,Coal,
45809,1992,Coal,
45810,1993,Coal,
45811,1994,Coal,
45812,1995,Coal,
45813,1996,Coal,
45814,1997,Coal,
45815,1998,Coal,
45816,1999,Coal,
45817,2000,Coal,
45818,2001,Coal,
45819,2002,Coal,
45820,2003,Coal,
45821,2004,Coal,
45822,2005,Coal,
45823,2006,Coal,
45824,2007,Coal,
45825,2008,Coal,
45826,2009,Coal,
45827,2010,Coal,
45828,2011,Coal,
45829,2012,Coal,
45830,2013,Coal,
45831,2014,Coal,
45832,2015,Coal,
45833,2016,Coal,
45834,2017,Coal,
45835,2018,Coal,
45836,2019,Coal,
45837,2020,Coal,
45838,1950,Coal,
45839,1951,Coal,
45840,1952,Coal,
45841,1953,Coal,
45842,1954,Coal,
45843,1955,Coal,
45844,1956,Coal,
45845,1957,Coal,
45846,1958,Coal,
45847,1959,Coal,
45848,1960,Coal,
45849,1961,Coal,
45850,1962,Coal,
45851,1963,Coal,
45852,1964,Coal,
45853,1965,Coal,
45854,1966,Coal,
45855,1967,Coal,
45856,1968,Coal,
45857,1969,Coal,
45858,1970,Coal,
45859,1971,Coal,
45860,1972,Coal,
45861,1973,Coal,
45862,1974,Coal,
45863,1975,Coal,
45864,1976,Coal,
45865,1977,Coal,
45866,1978,Coal,
45867,1979,Coal,
45868,1980,Coal,
45869,1981,Coal,
45870,1982,Coal,
45871,1983,Coal,
45872,1984,Coal,
45873,1985,Coal,
45874,1986,Coal,
45875,1987,Coal,
45876,1988,Coal,
45877,1989,Coal,
45878,1990,Coal,
45879,1991,Coal,
45880,1992,Coal,
45881,1993,Coal,
45882,1994,Coal,
45883,1995,Coal,
45884,1996,Coal,
45885,1997,Coal,
45886,1998,Coal,
45887,1999,Coal,
45888,2000,Coal,
45889,2001,Coal,
45890,2002,Coal,
45891,2003,Coal,
45892,2004,Coal,
45893,2005,Coal,
45894,2006,Coal,
45895,2007,Coal,
45896,2008,Coal,
45897,2009,Coal,
45898,2010,Coal,
45899,2011,Coal,
45900,2012,Coal,
45901,2013,Coal,
45902,2014,Coal,
45903,2015,Coal,
45904,2016,Coal,
45905,2017,Coal,
45906,2018,Coal,
45907,2019,Coal,
45908,2020,Coal,
45909,1950,Coal,0.015
45910,1951,Coal,0.018
45911,1952,Coal,0.033
45912,1953,Coal,0.026
45913,1954,Coal,0.029
45914,1955,Coal,0.026
45915,1956,Coal,0.023
45916,1957,Coal,0.03
45917,1958,Coal,0.03
45918,1959,Coal,0.023
45919,1960,Coal,0.029
45920,1961,Coal,0.026
45921,1962,Coal,0.022
45922,1963,Coal,0.026
45923,1964,Coal,0.024
45924,1965,Coal,0.018
45925,1966,Coal,0.022
45926,1967,Coal,0.022
45927,1968,Coal,0.004
45928,1969,Coal,0.013
45929,1970,Coal,0.007
45930,1971,Coal,0.011
45931,1972,Coal,0.004
45932,1973,Coal,0.004
45933,1974,Coal,0.004
45934,1975,Coal,0.004
45935,1976,Coal,0.003
45936,1977,Coal,
45937,1978,Coal,
45938,1979,Coal,
45939,1980,Coal,
45940,1981,Coal,
45941,1982,Coal,
45942,1983,Coal,
45943,1984,Coal,
45944,1985,Coal,
45945,1986,Coal,
45946,1987,Coal,
45947,1988,Coal,
45948,1989,Coal,
45949,1990,Coal,
45950,1991,Coal,
45951,1992,Coal,
45952,1993,Coal,
45953,1994,Coal,
45954,1995,Coal,
45955,1996,Coal,
45956,1997,Coal,
45957,1998,Coal,
45958,1999,Coal,
45959,2000,Coal,
45960,2001,Coal,
45961,2002,Coal,
45962,2003,Coal,
45963,2004,Coal,
45964,2005,Coal,
45965,2006,Coal,
45966,2007,Coal,
45967,2008,Coal,
45968,2009,Coal,
45969,2010,Coal,
45970,2011,Coal,
45971,2012,Coal,
45972,2013,Coal,
45973,2014,Coal,
45974,2015,Coal,
45975,2016,Coal,
45976,2017,Coal,
45977,2018,Coal,
45978,2019,Coal,
45979,2020,Coal,
45980,1950,Coal,
45981,1951,Coal,
45982,1952,Coal,
45983,1953,Coal,
45984,1954,Coal,
45985,1955,Coal,
45986,1956,Coal,
45987,1957,Coal,
45988,1958,Coal,
45989,1959,Coal,
45990,1960,Coal,
45991,1961,Coal,
45992,1962,Coal,
45993,1963,Coal,
45994,1964,Coal,
45995,1965,Coal,
45996,1966,Coal,
45997,1967,Coal,
45998,1968,Coal,
45999,1969,Coal,
46000,1970,Coal,
46001,1971,Coal,
46002,1972,Coal,
46003,1973,Coal,
46004,1974,Coal,
46005,1975,Coal,
46006,1976,Coal,
46007,1977,Coal,
46008,1978,Coal,
46009,1979,Coal,
46010,1980,Coal,
46011,1981,Coal,
46012,1982,Coal,
46013,1983,Coal,
46014,1984,Coal,
46015,1985,Coal,
46016,1986,Coal,
46017,1987,Coal,
46018,1988,Coal,
46019,1989,Coal,
46020,1990,Coal,
46021,1991,Coal,
46022,1992,Coal,
46023,1993,Coal,
46024,1994,Coal,
46025,1995,Coal,
46026,1996,Coal,
46027,1997,Coal,
46028,1998,Coal,
46029,1999,Coal,
46030,2000,Coal,
46031,2001,Coal,
46032,2002,Coal,
46033,2003,Coal,
46034,2004,Coal,
46035,2005,Coal,
46036,2006,Coal,
46037,2007,Coal,
46038,2008,Coal,
46039,2009,Coal,
46040,2010,Coal,
46041,2011,Coal,
46042,2012,Coal,
46043,2013,Coal,
46044,2014,Coal,
46045,2015,Coal,
46046,2016,Coal,
46047,2017,Coal,
46048,2018,Coal,
46049,2019,Coal,
46050,2020,Coal,
46051,1950,Coal,
46052,1951,Coal,
46053,1952,Coal,
46054,1953,Coal,
46055,1954,Coal,
46056,1955,Coal,
46057,1956,Coal,
46058,1957,Coal,
46059,1958,Coal,
46060,1959,Coal,
46061,1960,Coal,
46062,1961,Coal,
46063,1962,Coal,
46064,1963,Coal,
46065,1964,Coal,
46066,1965,Coal,
46067,1966,Coal,
46068,1967,Coal,
46069,1968,Coal,
46070,1969,Coal,
46071,1970,Coal,
46072,1971,Coal,
46073,1972,Coal,
46074,1973,Coal,
46075,1974,Coal,
46076,1975,Coal,
46077,1976,Coal,
46078,1977,Coal,
46079,1978,Coal,
46080,1979,Coal,
46081,1980,Coal,
46082,1981,Coal,
46083,1982,Coal,
46084,1983,Coal,
46085,1984,Coal,
46086,1985,Coal,
46087,1986,Coal,
46088,1987,Coal,
46089,1988,Coal,
46090,1989,Coal,
46091,1990,Coal,
46092,1991,Coal,
46093,1992,Coal,
46094,1993,Coal,
46095,1994,Coal,
46096,1995,Coal,
46097,1996,Coal,
46098,1997,Coal,
46099,1998,Coal,
46100,1999,Coal,
46101,2000,Coal,
46102,2001,Coal,
46103,2002,Coal,
46104,2003,Coal,
46105,2004,Coal,
46106,2005,Coal,
46107,2006,Coal,
46108,2007,Coal,
46109,2008,Coal,
46110,2009,Coal,
46111,2010,Coal,
46112,2011,Coal,
46113,2012,Coal,
46114,2013,Coal,
46115,2014,Coal,
46116,2015,Coal,
46117,2016,Coal,
46118,2017,Coal,
46119,2018,Coal,
46120,2019,Coal,
46121,2020,Coal,
46122,1951,Coal,
46123,1952,Coal,
46124,1953,Coal,
46125,1954,Coal,
46126,1955,Coal,
46127,1956,Coal,
46128,1957,Coal,
46129,1958,Coal,
46130,1959,Coal,
46131,1960,Coal,
46132,1961,Coal,
46133,1962,Coal,
46134,1963,Coal,
46135,1964,Coal,
46136,1965,Coal,
46137,1966,Coal,
46138,1967,Coal,
46139,1968,Coal,
46140,1969,Coal,
46141,1970,Coal,
46142,1971,Coal,
46143,1972,Coal,
46144,1973,Coal,
46145,1974,Coal,
46146,1975,Coal,
46147,1976,Coal,
46148,1977,Coal,
46149,1978,Coal,
46150,1979,Coal,
46151,1980,Coal,
46152,1981,Coal,
46153,1982,Coal,
46154,1983,Coal,
46155,1984,Coal,
46156,1985,Coal,
46157,1986,Coal,
46158,1987,Coal,
46159,1988,Coal,
46160,1989,Coal,
46161,1990,Coal,
46162,1991,Coal,
46163,1992,Coal,
46164,1993,Coal,
46165,1994,Coal,
46166,1995,Coal,
46167,1996,Coal,
46168,1997,Coal,
46169,1998,Coal,
46170,1999,Coal,
46171,2000,Coal,
46172,2001,Coal,
46173,2002,Coal,
46174,2003,Coal,
46175,2004,Coal,
46176,2005,Coal,
46177,2006,Coal,
46178,2007,Coal,
46179,2008,Coal,
46180,2009,Coal,
46181,2010,Coal,
46182,2011,Coal,
46183,2012,Coal,
46184,2013,Coal,
46185,2014,Coal,
46186,2015,Coal,
46187,2016,Coal,
46188,2017,Coal,
46189,2018,Coal,
46190,2019,Coal,
46191,2020,Coal,
46192,1936,Coal,
46193,1937,Coal,
46194,1938,Coal,
46195,1939,Coal,
46196,1940,Coal,
46197,1941,Coal,
46198,1942,Coal,
46199,1943,Coal,
46200,1944,Coal,
46201,1945,Coal,
46202,1946,Coal,
46203,1947,Coal,
46204,1948,Coal,
46205,1949,Coal,
46206,1950,Coal,
46207,1951,Coal,
46208,1952,Coal,
46209,1953,Coal,
46210,1954,Coal,
46211,1955,Coal,
46212,1956,Coal,
46213,1957,Coal,
46214,1958,Coal,
46215,1959,Coal,
46216,1960,Coal,
46217,1961,Coal,
46218,1962,Coal,
46219,1963,Coal,
46220,1964,Coal,
46221,1965,Coal,
46222,1966,Coal,
46223,1967,Coal,
46224,1968,Coal,
46225,1969,Coal,
46226,1970,Coal,
46227,1971,Coal,
46228,1972,Coal,
46229,1973,Coal,
46230,1974,Coal,
46231,1975,Coal,
46232,1976,Coal,
46233,1977,Coal,
46234,1978,Coal,
46235,1979,Coal,
46236,1980,Coal,
46237,1981,Coal,
46238,1982,Coal,
46239,1983,Coal,
46240,1984,Coal,
46241,1985,Coal,
46242,1986,Coal,
46243,1987,Coal,
46244,1988,Coal,
46245,1989,Coal,
46246,1990,Coal,
46247,1991,Coal,
46248,1992,Coal,
46249,1993,Coal,
46250,1994,Coal,
46251,1995,Coal,
46252,1996,Coal,
46253,1997,Coal,
46254,1998,Coal,
46255,1999,Coal,
46256,2000,Coal,
46257,2001,Coal,
46258,2002,Coal,
46259,2003,Coal,
46260,2004,Coal,
46261,2005,Coal,
46262,2006,Coal,
46263,2007,Coal,
46264,2008,Coal,
46265,2009,Coal,
46266,2010,Coal,
46267,2011,Coal,
46268,2012,Coal,
46269,2013,Coal,
46270,2014,Coal,
46271,2015,Coal,
46272,2016,Coal,
46273,2017,Coal,
46274,2018,Coal,
46275,2019,Coal,
46276,2020,Coal,
46277,1958,Coal,
46278,1959,Coal,
46279,1960,Coal,
46280,1961,Coal,
46281,1962,Coal,
46282,1963,Coal,
46283,1964,Coal,
46284,1965,Coal,
46285,1966,Coal,
46286,1967,Coal,
46287,1968,Coal,
46288,1969,Coal,
46289,1970,Coal,
46290,1971,Coal,
46291,1972,Coal,
46292,1973,Coal,
46293,1974,Coal,
46294,1975,Coal,
46295,1976,Coal,
46296,1977,Coal,
46297,1978,Coal,
46298,1979,Coal,
46299,1980,Coal,
46300,1981,Coal,
46301,1982,Coal,
46302,1983,Coal,
46303,1984,Coal,
46304,1985,Coal,
46305,1986,Coal,
46306,1987,Coal,
46307,1988,Coal,
46308,1989,Coal,
46309,1990,Coal,
46310,1991,Coal,
46311,1992,Coal,
46312,1993,Coal,
46313,1994,Coal,
46314,1995,Coal,
46315,1996,Coal,
46316,1997,Coal,
46317,1998,Coal,
46318,1999,Coal,
46319,2000,Coal,
46320,2001,Coal,
46321,2002,Coal,0.271
46322,2003,Coal,0.282
46323,2004,Coal,0.37
46324,2005,Coal,0.37
46325,2006,Coal,0.447
46326,2007,Coal,0.707
46327,2008,Coal,0.597
46328,2009,Coal,0.74
46329,2010,Coal,0.674
46330,2011,Coal,0.942
46331,2012,Coal,0.817
46332,2013,Coal,0.814
46333,2014,Coal,1.099
46334,2015,Coal,1.15
46335,2016,Coal,1.205
46336,2017,Coal,1.439
46337,2018,Coal,2.261
46338,2019,Coal,2.136
46339,2020,Coal,1.93
46340,1885,Coal,0.013
46341,1886,Coal,
46342,1887,Coal,
46343,1888,Coal,
46344,1889,Coal,
46345,1890,Coal,0.038
46346,1891,Coal,0.045
46347,1892,Coal,0.05
46348,1893,Coal,0.088
46349,1894,Coal,0.168
46350,1895,Coal,0.168
46351,1896,Coal,0.187
46352,1897,Coal,0.146
46353,1898,Coal,0.221
46354,1899,Coal,0.258
46355,1900,Coal,0.349
46356,1901,Coal,0.381
46357,1902,Coal,0.357
46358,1903,Coal,0.387
46359,1904,Coal,0.413
46360,1905,Coal,0.448
46361,1906,Coal,0.536
46362,1907,Coal,0.546
46363,1908,Coal,0.587
46364,1909,Coal,0.603
46365,1910,Coal,0.597
46366,1911,Coal,0.647
46367,1912,Coal,0.663
46368,1913,Coal,1.82
46369,1914,Coal,
46370,1915,Coal,
46371,1916,Coal,
46372,1917,Coal,
46373,1918,Coal,
46374,1919,Coal,1.304
46375,1920,Coal,1.732
46376,1921,Coal,1.844
46377,1922,Coal,2.64
46378,1923,Coal,2.885
46379,1924,Coal,2.957
46380,1925,Coal,3.236
46381,1926,Coal,3.143
46382,1927,Coal,3.548
46383,1928,Coal,3.908
46384,1929,Coal,4.399
46385,1930,Coal,4.105
46386,1931,Coal,3.7
46387,1932,Coal,3.368
46388,1933,Coal,3.113
46389,1934,Coal,3.25
46390,1935,Coal,3.397
46391,1936,Coal,3.347
46392,1937,Coal,3.763
46393,1938,Coal,3.62
46394,1939,Coal,3.812
46395,1940,Coal,4.5
46396,1941,Coal,
46397,1942,Coal,
46398,1943,Coal,
46399,1944,Coal,
46400,1945,Coal,2.242
46401,1946,Coal,4.391
46402,1947,Coal,6.041
46403,1948,Coal,6.844
46404,1949,Coal,7.819
46405,1950,Coal,7.246
46406,1951,Coal,6.856
46407,1952,Coal,6.93
46408,1953,Coal,6.732
46409,1954,Coal,8.095
46410,1955,Coal,9.312
46411,1956,Coal,10.687
46412,1957,Coal,11.516
46413,1958,Coal,11.303
46414,1959,Coal,12.938
46415,1960,Coal,14.059
46416,1961,Coal,14.777
46417,1962,Coal,15.067
46418,1963,Coal,16.678
46419,1964,Coal,18.796
46420,1965,Coal,18.886
46421,1966,Coal,18.311
46422,1967,Coal,17.669
46423,1968,Coal,18.291
46424,1969,Coal,18.513
46425,1970,Coal,24.101
46426,1971,Coal,26.301
46427,1972,Coal,24.389
46428,1973,Coal,26.553
46429,1974,Coal,26.87
46430,1975,Coal,28.526
46431,1976,Coal,28.84
46432,1977,Coal,27.334
46433,1978,Coal,29.179
46434,1979,Coal,30.99
46435,1980,Coal,29.876
46436,1981,Coal,37.286
46437,1982,Coal,32.611
46438,1983,Coal,36.352
46439,1984,Coal,39.056
46440,1985,Coal,40.086
46441,1986,Coal,41.304
46442,1987,Coal,39.973
46443,1988,Coal,40.852
46444,1989,Coal,40.974
46445,1990,Coal,40.459
46446,1991,Coal,25.468
46447,1992,Coal,32.791
46448,1993,Coal,30.587
46449,1994,Coal,31.355
46450,1995,Coal,32.701
46451,1996,Coal,32.415
46452,1997,Coal,33.097
46453,1998,Coal,37.345
46454,1999,Coal,27.52
46455,2000,Coal,35.53
46456,2001,Coal,35.7
46457,2002,Coal,37.381
46458,2003,Coal,39.849
46459,2004,Coal,41.321
46460,2005,Coal,31.899
46461,2006,Coal,40.066
46462,2007,Coal,39.989
46463,2008,Coal,35.49
46464,2009,Coal,31.47
46465,2010,Coal,30.819
46466,2011,Coal,34.277
46467,2012,Coal,30.114
46468,2013,Coal,31.287
46469,2014,Coal,24.626
46470,2015,Coal,30.566
46471,2016,Coal,31.07
46472,2017,Coal,31.019
46473,2018,Coal,29.605
46474,2019,Coal,34.412
46475,2020,Coal,28.898
46476,1963,Coal,
46477,1964,Coal,
46478,1965,Coal,
46479,1966,Coal,
46480,1967,Coal,
46481,1968,Coal,
46482,1969,Coal,
46483,1970,Coal,
46484,1971,Coal,
46485,1972,Coal,
46486,1973,Coal,
46487,1974,Coal,
46488,1975,Coal,
46489,1976,Coal,
46490,1977,Coal,
46491,1978,Coal,
46492,1979,Coal,
46493,1980,Coal,
46494,1981,Coal,
46495,1982,Coal,
46496,1983,Coal,
46497,1984,Coal,
46498,1985,Coal,
46499,1986,Coal,
46500,1987,Coal,
46501,1988,Coal,
46502,1989,Coal,
46503,1990,Coal,
46504,1991,Coal,
46505,1992,Coal,
46506,1993,Coal,
46507,1994,Coal,
46508,1995,Coal,
46509,1996,Coal,
46510,1997,Coal,
46511,1998,Coal,
46512,1999,Coal,
46513,2000,Coal,
46514,2001,Coal,
46515,2002,Coal,
46516,2003,Coal,
46517,2004,Coal,
46518,2005,Coal,
46519,2006,Coal,
46520,2007,Coal,
46521,2008,Coal,
46522,2009,Coal,
46523,2010,Coal,
46524,2011,Coal,
46525,2012,Coal,
46526,2013,Coal,
46527,2014,Coal,
46528,2015,Coal,
46529,2016,Coal,
46530,2017,Coal,
46531,2018,Coal,
46532,2019,Coal,
46533,2020,Coal,
46534,1950,Coal,0.106
46535,1951,Coal,0.037
46536,1952,Coal,0.11
46537,1953,Coal,0.088
46538,1954,Coal,0.043
46539,1955,Coal,0.081
46540,1956,Coal,0.062
46541,1957,Coal,0.07
46542,1958,Coal,0.082
46543,1959,Coal,0.043
46544,1960,Coal,0.029
46545,1961,Coal,0.029
46546,1962,Coal,0.044
46547,1963,Coal,0.015
46548,1964,Coal,
46549,1965,Coal,0.011
46550,1966,Coal,
46551,1967,Coal,
46552,1968,Coal,
46553,1969,Coal,
46554,1970,Coal,
46555,1971,Coal,
46556,1972,Coal,
46557,1973,Coal,
46558,1974,Coal,
46559,1975,Coal,
46560,1976,Coal,
46561,1977,Coal,
46562,1978,Coal,
46563,1979,Coal,
46564,1980,Coal,
46565,1981,Coal,
46566,1982,Coal,
46567,1983,Coal,
46568,1984,Coal,
46569,1985,Coal,
46570,1986,Coal,
46571,1987,Coal,
46572,1988,Coal,
46573,1989,Coal,
46574,1990,Coal,
46575,1991,Coal,
46576,1992,Coal,
46577,1993,Coal,
46578,1994,Coal,
46579,1995,Coal,
46580,1996,Coal,
46581,1997,Coal,
46582,1998,Coal,
46583,1999,Coal,
46584,2000,Coal,
46585,2001,Coal,
46586,2002,Coal,0.015
46587,2003,Coal,
46588,2004,Coal,
46589,2005,Coal,
46590,2006,Coal,
46591,2007,Coal,
46592,2008,Coal,
46593,2009,Coal,
46594,2010,Coal,
46595,2011,Coal,
46596,2012,Coal,
46597,2013,Coal,
46598,2014,Coal,
46599,2015,Coal,
46600,2016,Coal,
46601,2017,Coal,
46602,2018,Coal,
46603,2019,Coal,
46604,2020,Coal,
46605,1950,Coal,0.758
46606,1951,Coal,0.864
46607,1952,Coal,0.819
46608,1953,Coal,0.66
46609,1954,Coal,0.525
46610,1955,Coal,0.508
46611,1956,Coal,0.477
46612,1957,Coal,0.128
46613,1958,Coal,0.051
46614,1959,Coal,0.037
46615,1960,Coal,0.011
46616,1961,Coal,0.007
46617,1962,Coal,0.029
46618,1963,Coal,0.022
46619,1964,Coal,0.022
46620,1965,Coal,0.011
46621,1966,Coal,0.015
46622,1967,Coal,0.007
46623,1968,Coal,0.022
46624,1969,Coal,0.007
46625,1970,Coal,0.011
46626,1971,Coal,0.015
46627,1972,Coal,0.011
46628,1973,Coal,0.015
46629,1974,Coal,0.018
46630,1975,Coal,0.004
46631,1976,Coal,0.011
46632,1977,Coal,0.015
46633,1978,Coal,0.015
46634,1979,Coal,0.004
46635,1980,Coal,0.011
46636,1981,Coal,0.018
46637,1982,Coal,0.007
46638,1983,Coal,0.011
46639,1984,Coal,0.022
46640,1985,Coal,0.044
46641,1986,Coal,0.026
46642,1987,Coal,0.04
46643,1988,Coal,0.048
46644,1989,Coal,0.044
46645,1990,Coal,0.077
46646,1991,Coal,0.044
46647,1992,Coal,0.066
46648,1993,Coal,0.073
46649,1994,Coal,0.088
46650,1995,Coal,0.04
46651,1996,Coal,
46652,1997,Coal,
46653,1998,Coal,
46654,1999,Coal,
46655,2000,Coal,
46656,2001,Coal,
46657,2002,Coal,
46658,2003,Coal,0.033
46659,2004,Coal,0.04
46660,2005,Coal,0.011
46661,2006,Coal,0.015
46662,2007,Coal,0.026
46663,2008,Coal,0.018
46664,2009,Coal,0.015
46665,2010,Coal,0.026
46666,2011,Coal,0.026
46667,2012,Coal,0.103
46668,2013,Coal,1.136
46669,2014,Coal,1.674
46670,2015,Coal,1.751
46671,2016,Coal,1.832
46672,2017,Coal,2.063
46673,2018,Coal,2.085
46674,2019,Coal,2.0
46675,2020,Coal,2.051
46676,1926,Coal,
46677,1927,Coal,
46678,1928,Coal,
46679,1929,Coal,
46680,1930,Coal,
46681,1931,Coal,
46682,1932,Coal,
46683,1933,Coal,
46684,1934,Coal,
46685,1935,Coal,
46686,1936,Coal,
46687,1937,Coal,
46688,1938,Coal,
46689,1939,Coal,
46690,1940,Coal,
46691,1941,Coal,
46692,1942,Coal,
46693,1943,Coal,
46694,1944,Coal,
46695,1945,Coal,
46696,1946,Coal,
46697,1947,Coal,
46698,1948,Coal,
46699,1949,Coal,
46700,1950,Coal,
46701,1951,Coal,
46702,1952,Coal,
46703,1953,Coal,
46704,1954,Coal,
46705,1955,Coal,
46706,1956,Coal,
46707,1957,Coal,
46708,1958,Coal,
46709,1959,Coal,
46710,1960,Coal,
46711,1961,Coal,
46712,1962,Coal,
46713,1963,Coal,
46714,1964,Coal,
46715,1965,Coal,
46716,1966,Coal,
46717,1967,Coal,
46718,1968,Coal,
46719,1969,Coal,
46720,1970,Coal,
46721,1971,Coal,
46722,1972,Coal,
46723,1973,Coal,
46724,1974,Coal,
46725,1975,Coal,
46726,1976,Coal,
46727,1977,Coal,
46728,1978,Coal,
46729,1979,Coal,
46730,1980,Coal,
46731,1981,Coal,
46732,1982,Coal,
46733,1983,Coal,
46734,1984,Coal,
46735,1985,Coal,
46736,1986,Coal,
46737,1987,Coal,
46738,1988,Coal,
46739,1989,Coal,
46740,1990,Coal,
46741,1991,Coal,
46742,1992,Coal,
46743,1993,Coal,
46744,1994,Coal,
46745,1995,Coal,
46746,1996,Coal,
46747,1997,Coal,
46748,1998,Coal,
46749,1999,Coal,
46750,2000,Coal,
46751,2001,Coal,
46752,2002,Coal,
46753,2003,Coal,
46754,2004,Coal,
46755,2005,Coal,
46756,2006,Coal,
46757,2007,Coal,
46758,2008,Coal,
46759,2009,Coal,
46760,2010,Coal,
46761,2011,Coal,
46762,2012,Coal,
46763,2013,Coal,
46764,2014,Coal,
46765,2015,Coal,
46766,2016,Coal,
46767,2017,Coal,
46768,2018,Coal,
46769,2019,Coal,
46770,2020,Coal,
46771,1860,Coal,0.065
46772,1861,Coal,0.214
46773,1862,Coal,0.364
46774,1863,Coal,0.514
46775,1864,Coal,0.663
46776,1865,Coal,0.813
46777,1866,Coal,0.963
46778,1867,Coal,1.112
46779,1868,Coal,1.262
46780,1869,Coal,1.411
46781,1870,Coal,1.561
46782,1871,Coal,1.711
46783,1872,Coal,1.86
46784,1873,Coal,2.01
46785,1874,Coal,2.159
46786,1875,Coal,2.309
46787,1876,Coal,3.992
46788,1877,Coal,4.194
46789,1878,Coal,4.396
46790,1879,Coal,4.724
46791,1880,Coal,5.005
46792,1881,Coal,5.286
46793,1882,Coal,5.406
46794,1883,Coal,5.774
46795,1884,Coal,5.964
46796,1885,Coal,6.262
46797,1886,Coal,6.583
46798,1887,Coal,6.914
46799,1888,Coal,7.411
46800,1889,Coal,7.846
46801,1890,Coal,8.391
46802,1891,Coal,8.699
46803,1892,Coal,8.831
46804,1893,Coal,9.027
46805,1894,Coal,9.254
46806,1895,Coal,9.604
46807,1896,Coal,9.84
46808,1897,Coal,10.415
46809,1898,Coal,10.647
46810,1899,Coal,10.924
46811,1900,Coal,10.844
46812,1901,Coal,11.331
46813,1902,Coal,11.483
46814,1903,Coal,11.698
46815,1904,Coal,11.813
46816,1905,Coal,12.16
46817,1906,Coal,12.699
46818,1907,Coal,13.346
46819,1908,Coal,13.592
46820,1909,Coal,13.509
46821,1910,Coal,13.368
46822,1911,Coal,13.538
46823,1912,Coal,14.404
46824,1913,Coal,15.067
46825,1914,Coal,13.733
46826,1915,Coal,13.701
46827,1916,Coal,14.582
46828,1917,Coal,13.706
46829,1918,Coal,11.686
46830,1919,Coal,11.041
46831,1920,Coal,10.947
46832,1921,Coal,10.508
46833,1922,Coal,9.372
46834,1923,Coal,9.915
46835,1924,Coal,12.173
46836,1925,Coal,11.44
46837,1926,Coal,11.603
46838,1927,Coal,12.458
46839,1928,Coal,13.121
46840,1929,Coal,14.677
46841,1930,Coal,12.609
46842,1931,Coal,11.832
46843,1932,Coal,10.303
46844,1933,Coal,9.452
46845,1934,Coal,9.423
